student_id,gender,school_type,parent_education,prior_gpa,attendance_pct,quiz_avg,assignment_avg,midterm_score,study_hours_per_week,on_time_submission_pct,lms_logins_per_week,forum_posts,commute_time,final_score,grade_band,at_risk
STU0677,Female,Private,High School,7.26,65.19,77.98,63.23,70.7,10.47,73.43,6,4,11.09,100.0,A,0
STU0678,Female,Private,High School,5.68,75.41,55.19,54.73,47.17,5.31,69.82,7,1,47.44,93.07,A,0
STU0679,Female,Semi-Government,Graduate,6.29,74.29,100.0,57.67,55.12,11.55,92.66,5,2,27.55,100.0,A,0
STU0680,Female,Government,Graduate,6.0,51.27,47.1,50.69,64.43,13.59,45.8,4,3,5.65,100.0,A,0
STU0681,Female,Private,Graduate,6.27,60.89,48.41,56.49,52.01,11.12,26.34,5,3,37.95,90.32,A,0
STU0682,Male,Government,Post Graduate,6.35,66.59,54.82,91.29,75.38,7.14,67.73,2,0,18.34,100.0,A,0
STU0683,Male,Private,Graduate,6.34,44.46,69.38,56.27,99.38,8.56,81.37,8,2,3.44,100.0,A,0
STU0684,Female,Private,High School,8.0,75.71,56.54,71.9,46.91,1.9,75.05,5,3,19.37,100.0,A,0
STU0685,Male,Government,Post Graduate,5.67,71.26,76.02,62.46,28.7,7.46,96.64,6,4,14.44,100.0,A,0
STU0686,Female,Private,Graduate,7.26,49.91,47.39,87.68,21.97,4.56,80.75,5,2,22.07,100.0,A,0
STU0687,Female,Private,Post Graduate,8.46,81.06,40.13,89.67,58.99,10.78,60.72,6,1,8.48,100.0,A,0
STU0688,Male,Semi-Government,Post Graduate,6.38,85.74,32.63,82.96,48.74,18.29,25.49,8,3,27.1,100.0,A,0
STU0689,Male,Private,Graduate,6.14,78.41,24.98,74.59,66.16,10.0,67.25,7,2,20.74,93.07,A,0
STU0690,Female,Private,Post Graduate,6.72,70.14,55.67,66.53,64.65,0.04,92.56,0,1,42.51,89.34,A,0
STU0691,Female,Private,High School,8.42,83.87,59.58,52.12,29.94,6.56,64.16,4,4,46.87,96.28,A,0
STU0692,Female,Semi-Government,High School,7.23,85.2,53.63,99.15,25.7,8.49,72.57,7,5,40.2,100.0,A,0
STU0693,Male,Government,Post Graduate,6.36,79.61,87.38,58.6,67.92,8.35,80.43,7,2,30.29,100.0,A,0
STU0694,Female,Semi-Government,Graduate,7.58,62.63,87.1,79.95,64.71,5.08,51.69,2,1,29.75,100.0,A,0
STU0695,Female,Semi-Government,Post Graduate,5.68,79.15,58.97,85.89,53.48,8.98,84.46,3,3,18.26,98.63,A,0
STU0696,Female,Government,High School,7.82,92.93,32.71,61.67,28.86,3.03,100.0,9,3,18.74,98.49,A,0
STU0697,Male,Semi-Government,Post Graduate,7.49,66.05,54.8,85.57,71.43,4.22,68.54,7,2,49.07,100.0,A,0
STU0698,Female,Government,Post Graduate,6.63,100.0,54.2,81.46,87.44,10.58,49.42,8,3,0.0,100.0,A,0
STU0699,Female,Semi-Government,High School,5.99,67.12,53.17,95.92,67.56,3.94,70.67,4,0,33.39,100.0,A,0
STU0700,Male,Government,Post Graduate,5.94,75.49,52.44,62.96,45.05,10.15,27.51,2,4,28.53,82.37,B,0
STU0701,Female,Private,Post Graduate,7.64,64.91,53.24,50.71,62.89,2.52,78.74,6,1,46.98,100.0,A,0
STU0702,Female,Semi-Government,Graduate,8.47,78.35,58.04,62.42,34.68,15.06,81.05,2,0,6.5,100.0,A,0
STU0703,Male,Semi-Government,Graduate,6.24,48.87,53.56,73.13,83.16,4.9,100.0,4,2,35.25,100.0,A,0
STU0704,Female,Semi-Government,High School,7.55,66.81,68.75,70.87,63.64,7.11,68.12,9,2,41.86,100.0,A,0
STU0705,Male,Semi-Government,High School,4.5,58.62,71.49,64.1,26.64,9.32,80.17,4,0,0.0,90.77,A,0
STU0706,Male,Private,High School,6.3,77.03,48.61,41.36,55.99,5.74,54.77,3,3,13.51,90.28,A,0
STU0707,Female,Semi-Government,Graduate,6.96,89.92,87.88,77.06,71.27,8.57,64.87,4,4,33.16,100.0,A,0
STU0708,Female,Private,High School,5.91,84.69,47.36,99.59,55.34,10.3,41.5,2,2,45.28,95.98,A,0
STU0709,Female,Private,High School,5.88,39.43,35.88,76.96,56.48,11.84,68.1,7,0,38.65,89.18,A,0
STU0710,Female,Private,High School,6.2,100.0,71.85,79.14,37.51,11.17,65.89,7,2,46.21,100.0,A,0
STU0711,Male,Private,Graduate,7.35,79.43,50.29,78.59,73.33,7.31,77.98,2,3,13.41,100.0,A,0
STU0712,Female,Government,Post Graduate,6.78,63.35,70.78,75.96,49.03,7.41,59.53,4,2,3.22,100.0,A,0
STU0713,Male,Government,High School,4.31,77.36,21.73,83.97,18.87,17.4,73.67,4,2,36.69,85.86,A,0
STU0714,Female,Semi-Government,Post Graduate,4.46,77.64,90.06,75.93,54.57,11.8,65.33,5,3,10.41,96.79,A,0
STU0715,Female,Government,High School,6.27,65.0,77.1,65.31,81.62,4.31,65.37,6,2,17.69,100.0,A,0
STU0716,Female,Government,Post Graduate,7.55,77.97,37.99,58.06,54.26,8.4,73.61,6,1,53.65,100.0,A,0
STU0717,Male,Semi-Government,Graduate,3.7,65.89,38.38,66.27,96.76,6.66,72.81,8,1,38.78,91.87,A,0
STU0718,Female,Semi-Government,Graduate,6.4,68.93,95.1,74.71,70.58,7.46,87.22,4,3,23.64,100.0,A,0
STU0719,Female,Semi-Government,High School,6.37,64.71,51.73,65.26,68.78,3.08,69.59,1,1,21.04,98.65,A,0
STU0720,Female,Government,Post Graduate,8.67,53.51,49.98,74.72,59.43,6.35,65.0,4,4,47.42,100.0,A,0
STU0721,Female,Government,Graduate,6.54,77.19,24.21,76.59,60.63,15.25,68.38,6,1,39.24,100.0,A,0
STU0722,Male,Semi-Government,High School,7.46,83.78,58.69,82.5,56.73,10.32,57.71,3,3,10.71,100.0,A,0
STU0723,Female,Private,High School,7.17,82.72,60.9,89.24,55.95,0.0,64.8,4,2,0.0,100.0,A,0
STU0724,Male,Semi-Government,Graduate,4.44,87.3,77.88,71.17,72.62,12.87,100.0,1,3,72.64,100.0,A,0
STU0725,Male,Private,Graduate,7.92,79.87,39.82,50.38,43.28,12.36,53.75,7,1,10.55,100.0,A,0
STU0726,Male,Private,High School,7.26,67.01,37.63,64.82,40.48,6.56,66.43,2,1,45.55,86.08,A,0
STU0727,Male,Semi-Government,Post Graduate,7.61,87.59,73.12,70.66,39.54,10.87,64.25,9,4,65.21,100.0,A,0
STU0728,Male,Semi-Government,Post Graduate,10.0,54.64,83.12,42.46,100.0,4.56,67.06,6,1,37.95,100.0,A,0
STU0729,Male,Semi-Government,Post Graduate,4.5,61.49,36.72,90.83,72.61,6.12,65.38,5,1,22.99,86.19,A,0
STU0730,Female,Government,High School,9.07,60.54,84.47,72.14,68.09,13.99,77.58,10,3,6.48,100.0,A,0
STU0731,Male,Private,Graduate,6.66,91.2,65.68,75.72,40.85,6.91,37.8,7,0,6.2,100.0,A,0
STU0732,Male,Government,High School,7.34,89.14,84.65,90.48,74.47,0.52,92.74,5,2,42.53,100.0,A,0
STU0733,Male,Government,Graduate,6.95,82.31,63.74,60.55,59.67,7.75,84.65,4,1,64.02,100.0,A,0
STU0734,Female,Semi-Government,Post Graduate,6.49,91.08,19.6,78.61,66.28,7.69,47.14,11,3,27.09,100.0,A,0
STU0735,Female,Government,Post Graduate,6.32,61.81,62.26,68.35,42.47,12.79,26.62,4,1,23.89,100.0,A,0
STU0736,Male,Semi-Government,Graduate,7.4,80.23,84.08,67.24,65.21,8.06,52.46,3,1,48.95,100.0,A,0
STU0737,Female,Private,Graduate,5.18,73.12,48.91,58.42,53.52,6.31,67.15,1,3,21.28,84.78,B,0
STU0738,Male,Semi-Government,High School,7.9,87.7,58.02,94.98,46.69,12.18,100.0,7,1,40.49,100.0,A,0
STU0739,Male,Government,Post Graduate,6.5,73.27,61.83,64.37,76.68,8.48,82.87,5,3,35.84,100.0,A,0
STU0740,Female,Government,High School,5.64,69.23,12.81,80.49,31.25,5.0,35.85,7,3,26.81,70.86,B,0
STU0741,Male,Semi-Government,High School,6.46,83.11,95.08,41.87,73.3,12.62,58.21,5,4,34.69,100.0,A,0
STU0742,Female,Semi-Government,High School,8.51,88.14,48.78,87.7,75.69,8.77,70.94,2,3,70.26,100.0,A,0
STU0743,Female,Government,Post Graduate,6.36,64.97,74.1,85.78,44.41,8.01,77.07,5,3,47.09,97.48,A,0
STU0744,Male,Private,High School,7.43,74.08,63.44,71.46,45.59,8.71,45.71,9,0,56.85,100.0,A,0
STU0745,Male,Private,High School,6.12,59.12,87.64,66.6,57.54,3.72,69.3,11,3,16.63,100.0,A,0
STU0746,Female,Semi-Government,High School,7.91,37.53,72.31,76.0,67.64,5.89,57.65,6,2,56.92,100.0,A,0
STU0747,Male,Private,High School,7.82,78.01,60.77,100.0,58.94,8.01,49.92,6,4,47.78,100.0,A,0
STU0748,Male,Government,High School,9.22,84.13,48.92,43.55,70.67,7.22,77.19,3,1,5.01,100.0,A,0
STU0749,Male,Semi-Government,High School,6.79,78.93,79.36,81.73,97.26,13.09,87.48,8,1,45.8,100.0,A,0
STU0750,Female,Government,Post Graduate,7.8,45.76,31.28,56.33,51.85,8.87,88.82,3,0,24.73,100.0,A,0
STU0751,Female,Government,High School,7.12,69.74,76.63,69.7,27.7,11.42,83.49,8,2,4.08,100.0,A,0
STU0752,Male,Private,Graduate,8.56,41.72,45.22,66.28,78.52,8.04,62.05,7,0,37.6,100.0,A,0
STU0753,Female,Semi-Government,High School,6.14,95.55,87.54,63.58,95.67,12.23,86.29,6,2,45.78,100.0,A,0
STU0754,Female,Semi-Government,High School,7.89,58.71,67.9,69.84,69.86,9.59,78.18,6,2,38.03,100.0,A,0
STU0755,Female,Private,Post Graduate,6.77,93.83,76.59,52.99,40.25,8.05,74.68,3,1,32.82,100.0,A,0
STU0756,Female,Government,Post Graduate,6.92,89.19,66.48,85.44,59.52,7.95,59.77,7,0,28.39,100.0,A,0
STU0757,Female,Government,Graduate,7.11,61.49,33.46,43.09,39.63,4.18,62.06,4,4,84.33,79.82,B,0
STU0758,Male,Government,Graduate,7.3,58.01,49.51,78.1,74.86,10.03,73.48,4,3,11.35,100.0,A,0
STU0759,Male,Government,Post Graduate,6.86,80.26,77.1,65.1,34.97,7.84,100.0,10,2,52.46,100.0,A,0
STU0760,Male,Semi-Government,Post Graduate,7.26,62.34,68.0,52.44,56.0,5.99,78.02,6,0,35.31,100.0,A,0
STU0761,Female,Semi-Government,High School,8.89,76.54,86.26,73.04,41.91,12.43,59.78,2,1,17.91,100.0,A,0
STU0762,Female,Private,Post Graduate,8.18,67.76,72.26,46.65,64.54,3.0,55.35,4,0,34.03,83.35,B,0
STU0763,Male,Private,Graduate,8.04,48.28,47.6,70.6,54.67,6.31,62.16,3,3,7.14,100.0,A,0
STU0764,Female,Semi-Government,High School,6.45,41.54,50.67,48.66,65.54,12.11,100.0,9,2,23.09,100.0,A,0
STU0765,Male,Semi-Government,Graduate,5.93,78.4,66.85,76.92,62.45,9.26,64.01,6,0,34.06,100.0,A,0
STU0766,Male,Government,High School,8.15,66.58,23.35,56.13,42.27,7.81,90.14,3,1,3.98,100.0,A,0
STU0767,Male,Government,Post Graduate,8.05,66.7,95.12,63.24,74.54,9.0,64.48,7,3,45.13,100.0,A,0
STU0768,Female,Private,Graduate,8.77,85.44,72.95,74.41,61.02,8.72,77.22,5,1,15.72,100.0,A,0
STU0769,Female,Semi-Government,High School,6.28,92.6,87.09,58.41,42.23,1.93,87.83,7,2,5.97,100.0,A,0
STU0770,Male,Private,High School,6.72,70.91,36.55,69.13,100.0,6.6,60.56,7,1,13.39,100.0,A,0
STU0771,Male,Semi-Government,Post Graduate,5.03,69.89,87.4,47.29,71.53,14.47,59.18,2,2,78.52,100.0,A,0
STU0772,Male,Government,Post Graduate,6.53,82.5,100.0,79.46,58.93,5.36,100.0,7,3,0.0,100.0,A,0
STU0773,Male,Private,Post Graduate,8.2,54.65,41.22,96.47,90.3,6.73,91.69,3,1,43.72,100.0,A,0
STU0774,Female,Private,Graduate,6.44,78.35,78.89,100.0,98.84,5.83,87.81,7,2,19.97,100.0,A,0
STU0775,Female,Semi-Government,High School,7.77,83.28,65.02,71.37,59.09,7.65,87.75,5,1,28.0,100.0,A,0
STU0776,Male,Government,Post Graduate,6.77,85.2,37.2,81.82,68.95,5.67,81.19,8,2,47.08,100.0,A,0
STU0777,Male,Private,Graduate,7.39,45.95,73.87,43.29,42.24,9.95,100.0,3,2,46.1,100.0,A,0
STU0778,Female,Government,Graduate,5.62,63.58,80.0,92.54,59.06,8.79,72.88,7,3,21.39,100.0,A,0
STU0779,Female,Private,Graduate,7.1,61.83,54.18,81.64,58.02,11.09,83.55,4,1,7.84,100.0,A,0
STU0780,Male,Government,Post Graduate,3.41,76.5,85.99,62.74,65.7,3.8,42.98,3,0,47.44,88.16,A,0
STU0781,Male,Semi-Government,Post Graduate,6.78,82.21,35.0,88.56,68.66,6.64,55.5,3,2,46.05,100.0,A,0
STU0782,Male,Private,High School,5.04,97.45,38.09,66.18,73.2,7.1,47.98,2,4,29.3,93.16,A,0
STU0783,Female,Private,High School,8.45,67.58,67.46,63.13,66.75,9.82,97.48,9,2,43.84,100.0,A,0
STU0784,Female,Government,Post Graduate,7.93,67.54,65.46,77.13,37.79,4.83,20.95,10,2,26.08,98.23,A,0
STU0785,Female,Government,Graduate,7.56,92.25,52.1,54.05,43.23,11.66,63.95,7,2,18.46,100.0,A,0
STU0786,Male,Private,Graduate,8.83,79.45,79.57,85.32,51.07,12.75,12.13,7,2,35.08,100.0,A,0
STU0787,Male,Semi-Government,Graduate,5.86,94.01,74.56,54.16,56.36,4.04,55.37,4,1,45.38,100.0,A,0
STU0788,Female,Government,High School,9.1,79.33,80.45,54.25,83.02,6.04,62.18,4,0,41.19,100.0,A,0
STU0789,Female,Government,Graduate,8.12,57.64,62.78,56.35,38.74,5.87,99.7,5,0,45.18,100.0,A,0
STU0790,Male,Government,High School,6.72,55.0,75.85,81.39,54.85,18.53,79.93,3,2,19.79,100.0,A,0
STU0791,Female,Private,High School,8.36,51.73,56.98,60.75,81.06,6.28,55.34,7,2,66.64,100.0,A,0
STU0792,Female,Private,Graduate,5.67,84.93,100.0,49.78,56.0,14.71,93.32,4,1,28.15,100.0,A,0
STU0793,Male,Private,Graduate,6.01,92.83,50.37,60.91,71.21,2.93,72.36,4,0,32.62,99.02,A,0
STU0794,Female,Private,Post Graduate,6.27,100.0,100.0,69.52,59.21,4.04,72.75,4,1,8.63,100.0,A,0
STU0795,Male,Semi-Government,Post Graduate,6.37,87.65,65.63,52.29,67.14,5.25,47.95,8,2,31.12,100.0,A,0
STU0796,Male,Semi-Government,Graduate,5.73,92.44,40.24,52.72,57.43,4.62,52.2,5,3,45.64,89.45,A,0
STU0797,Male,Private,High School,8.47,66.3,89.63,100.0,75.34,6.93,55.5,3,1,50.25,100.0,A,0
STU0798,Male,Semi-Government,High School,6.69,57.65,67.27,57.09,31.1,5.16,72.93,11,4,66.24,97.05,A,0
STU0799,Male,Government,High School,7.42,87.75,80.32,65.15,54.73,4.72,73.56,7,1,45.4,100.0,A,0
STU0800,Male,Government,High School,6.32,81.27,87.03,64.49,67.93,12.63,100.0,5,3,40.54,100.0,A,0
STU0801,Male,Government,High School,4.82,76.61,71.08,63.68,72.67,12.9,79.7,6,1,26.07,100.0,A,0
STU0802,Female,Private,Post Graduate,7.32,80.81,54.34,79.32,91.86,11.8,17.85,2,2,21.77,100.0,A,0
STU0803,Male,Government,Graduate,4.71,79.85,82.56,84.22,54.18,10.1,77.25,1,1,54.4,90.2,A,0
STU0804,Male,Semi-Government,Post Graduate,6.92,94.26,65.01,65.41,91.59,8.37,43.0,3,3,54.02,100.0,A,0
STU0805,Female,Private,High School,5.36,94.42,77.35,51.45,48.82,6.01,52.68,5,1,13.46,94.21,A,0
STU0806,Female,Semi-Government,High School,9.38,83.16,26.23,89.12,88.57,4.19,55.76,7,3,49.46,100.0,A,0
STU0807,Female,Government,High School,8.09,87.69,73.05,68.57,78.35,9.45,58.73,3,0,48.01,100.0,A,0
STU0808,Male,Government,High School,7.13,82.71,53.51,95.95,43.73,3.31,44.5,4,0,12.72,100.0,A,0
STU0809,Female,Government,Graduate,8.52,68.08,94.76,36.32,68.14,4.02,76.07,2,3,45.81,100.0,A,0
STU0810,Male,Private,High School,5.98,86.35,76.22,72.93,60.98,12.61,43.78,5,2,14.01,100.0,A,0
STU0811,Male,Semi-Government,Graduate,7.65,54.08,69.32,98.78,74.51,15.6,79.13,2,2,0.0,100.0,A,0
STU0812,Male,Private,High School,7.24,90.81,73.75,64.7,57.53,9.57,100.0,5,4,31.8,100.0,A,0
STU0813,Male,Private,Graduate,7.32,57.08,47.03,66.62,55.86,12.43,45.41,7,1,40.16,99.51,A,0
STU0814,Female,Government,Post Graduate,8.53,79.29,94.22,74.43,89.38,7.02,66.31,3,3,32.7,100.0,A,0
STU0815,Female,Private,High School,7.88,62.32,100.0,61.62,60.03,2.65,21.53,6,2,92.34,92.99,A,0
STU0816,Male,Private,Graduate,7.35,83.3,72.07,65.32,78.53,10.45,65.98,3,6,42.58,100.0,A,0
STU0817,Male,Government,Post Graduate,5.01,74.49,93.63,64.93,57.49,10.28,84.85,10,2,37.94,100.0,A,0
STU0818,Male,Private,High School,5.85,51.08,54.76,60.59,95.33,8.29,86.41,5,1,43.59,100.0,A,0
STU0819,Female,Government,High School,6.85,81.31,50.65,88.43,48.43,7.03,73.55,3,1,26.17,100.0,A,0
STU0820,Male,Government,High School,7.11,66.33,65.74,76.92,49.72,11.85,89.79,7,1,53.59,100.0,A,0
STU0821,Male,Government,Graduate,5.64,88.22,72.83,73.76,92.49,4.06,100.0,3,4,42.22,93.08,A,0
STU0822,Female,Government,Graduate,9.89,75.02,57.91,82.13,53.1,4.9,100.0,5,2,41.3,100.0,A,0
STU0823,Female,Private,Post Graduate,8.82,80.93,74.68,66.03,94.02,3.97,61.55,4,4,22.52,100.0,A,0
STU0824,Male,Government,Graduate,7.72,60.64,70.52,58.39,79.84,8.34,42.98,7,4,3.71,100.0,A,0
STU0825,Female,Government,Graduate,7.09,66.16,47.03,60.96,58.91,3.65,63.88,4,0,24.97,83.78,B,0
STU0826,Female,Private,High School,6.75,68.12,74.34,70.03,25.73,5.26,53.06,4,1,40.65,84.45,B,0
STU0827,Male,Private,High School,5.86,87.85,80.54,54.11,61.61,5.18,81.03,3,1,26.11,100.0,A,0
STU0828,Female,Semi-Government,High School,7.09,100.0,68.09,62.5,64.03,6.96,48.38,6,3,40.83,100.0,A,0
STU0829,Male,Private,High School,7.31,62.92,85.75,62.26,85.34,2.05,70.54,10,2,30.35,100.0,A,0
STU0830,Female,Private,High School,5.51,91.15,43.09,100.0,93.77,8.35,88.76,3,4,43.61,100.0,A,0
STU0831,Male,Semi-Government,High School,7.4,42.45,73.42,28.39,48.3,12.99,69.99,5,1,15.46,100.0,A,0
STU0832,Male,Private,High School,6.81,57.09,43.93,67.31,78.02,8.54,53.07,4,1,38.86,100.0,A,0
STU0833,Male,Private,Post Graduate,4.71,60.62,44.95,95.89,77.31,14.17,95.5,5,4,22.18,100.0,A,0
STU0834,Female,Private,Post Graduate,5.97,54.71,53.64,71.83,83.47,13.34,34.42,2,5,4.23,100.0,A,0
STU0835,Male,Private,Post Graduate,6.5,51.25,48.04,81.3,71.97,11.11,65.44,3,2,31.7,95.14,A,0
STU0836,Female,Semi-Government,Post Graduate,9.27,81.19,55.14,71.5,23.15,8.3,71.17,4,2,65.73,100.0,A,0
STU0837,Male,Private,High School,7.67,71.79,61.15,59.99,58.89,8.09,72.32,6,2,5.83,100.0,A,0
STU0838,Male,Private,Post Graduate,5.4,80.69,80.07,36.37,38.89,11.06,75.61,7,1,37.39,100.0,A,0
STU0839,Female,Semi-Government,High School,7.58,85.36,59.22,73.08,57.95,6.43,84.21,4,4,50.95,100.0,A,0
STU0840,Male,Government,Post Graduate,5.14,78.98,36.46,58.37,81.6,0.47,71.29,7,2,81.0,89.31,A,0
STU0841,Male,Semi-Government,Graduate,8.3,84.87,85.52,57.99,68.1,9.97,64.64,4,1,25.14,100.0,A,0
STU0842,Female,Government,Post Graduate,6.43,73.96,49.93,62.52,84.96,3.48,63.85,5,3,22.36,100.0,A,0
STU0843,Male,Semi-Government,Post Graduate,6.89,57.2,63.94,96.17,68.84,4.15,59.77,6,1,11.67,100.0,A,0
STU0844,Male,Semi-Government,High School,8.59,90.87,73.04,100.0,36.03,8.0,87.75,9,1,57.81,100.0,A,0
STU0845,Male,Private,Post Graduate,5.46,66.16,68.59,73.26,11.58,7.62,59.07,3,3,17.65,99.94,A,0
STU0846,Male,Government,Graduate,5.32,60.97,84.7,63.03,64.98,2.35,88.94,9,1,27.59,92.85,A,0
STU0847,Female,Private,High School,6.3,72.33,73.62,52.34,57.72,8.66,72.38,6,0,0.0,100.0,A,0
STU0848,Female,Government,High School,8.25,61.31,49.5,77.03,42.46,11.86,61.57,2,1,52.68,100.0,A,0
STU0849,Male,Semi-Government,Post Graduate,5.18,68.74,100.0,96.74,27.99,3.49,84.37,9,4,58.17,100.0,A,0
STU0850,Female,Semi-Government,High School,3.6,80.16,68.5,66.29,47.31,13.09,57.45,4,2,51.92,91.24,A,0
STU0851,Male,Government,High School,6.46,80.23,62.35,34.32,58.11,1.76,84.76,5,0,2.89,98.98,A,0
STU0852,Female,Private,High School,7.66,61.53,82.35,80.05,75.32,16.47,76.25,5,3,47.14,100.0,A,0
STU0853,Male,Private,High School,8.44,67.68,69.49,84.78,65.77,6.35,60.07,4,3,1.55,100.0,A,0
STU0854,Male,Private,High School,6.44,91.11,72.19,46.21,94.16,8.58,82.57,3,4,36.16,100.0,A,0
STU0855,Male,Private,High School,6.51,82.45,100.0,72.65,41.29,0.43,82.93,5,2,39.1,100.0,A,0
STU0856,Male,Semi-Government,Graduate,8.38,100.0,60.05,76.77,79.62,7.75,95.15,4,2,41.2,100.0,A,0
STU0857,Male,Semi-Government,Post Graduate,4.76,92.7,59.28,68.9,62.95,8.91,91.32,3,3,45.69,100.0,A,0
STU0858,Male,Semi-Government,Graduate,6.53,92.16,67.1,58.14,75.89,7.66,81.83,5,1,34.84,100.0,A,0
STU0859,Female,Semi-Government,High School,7.23,54.18,84.29,85.24,53.27,5.75,49.45,6,3,0.0,100.0,A,0
STU0860,Male,Semi-Government,High School,7.54,86.46,37.88,63.95,83.43,4.21,100.0,9,1,45.7,100.0,A,0
STU0861,Female,Private,Post Graduate,6.39,74.2,29.62,47.72,67.9,12.52,43.93,3,2,36.95,98.74,A,0
STU0862,Male,Private,Graduate,7.04,66.74,54.43,39.26,48.41,8.12,90.99,5,3,16.95,100.0,A,0
STU0863,Female,Private,Post Graduate,4.01,77.52,35.59,88.91,61.76,14.16,80.63,7,3,3.61,100.0,A,0
STU0864,Female,Private,Graduate,6.21,89.18,57.35,79.25,57.21,5.89,48.52,5,0,65.8,100.0,A,0
STU0865,Female,Semi-Government,High School,7.54,82.51,74.04,71.32,71.78,6.26,69.51,2,2,59.63,100.0,A,0
STU0866,Male,Semi-Government,Post Graduate,5.82,61.82,48.97,63.4,38.4,11.26,70.42,5,2,49.12,98.0,A,0
STU0867,Male,Semi-Government,Post Graduate,7.07,86.14,39.32,62.07,61.41,1.51,98.11,7,2,21.47,100.0,A,0
STU0868,Female,Government,High School,7.54,65.44,66.25,53.86,69.91,3.15,57.73,8,1,0.0,100.0,A,0
STU0869,Male,Private,Post Graduate,6.59,78.25,80.53,63.53,62.66,12.39,66.76,2,1,50.29,100.0,A,0
STU0870,Female,Private,Graduate,7.2,70.45,34.49,38.2,88.94,3.31,25.28,3,0,42.33,94.96,A,0
STU0871,Male,Semi-Government,Graduate,5.84,71.72,79.76,58.96,77.48,0.72,100.0,6,1,27.51,100.0,A,0
STU0872,Female,Private,Graduate,6.75,86.49,79.71,65.34,61.85,15.47,50.59,3,4,57.5,100.0,A,0
STU0873,Female,Private,Graduate,7.73,59.4,82.17,79.15,66.33,2.42,78.54,6,3,51.96,100.0,A,0
STU0874,Male,Semi-Government,High School,7.19,100.0,86.93,69.4,67.91,8.74,69.97,10,3,38.52,100.0,A,0
STU0875,Female,Government,Post Graduate,6.3,47.68,100.0,81.92,70.07,8.28,70.04,2,4,35.7,100.0,A,0
STU0876,Male,Government,Graduate,7.27,66.03,58.59,90.24,25.49,0.0,88.2,6,1,36.02,100.0,A,0
STU0877,Female,Government,High School,7.86,80.55,66.97,85.87,55.97,6.93,100.0,5,4,48.6,100.0,A,0
STU0878,Female,Semi-Government,Post Graduate,4.54,83.76,57.5,77.06,32.31,9.79,77.03,3,1,17.85,92.85,A,0
STU0879,Male,Private,Post Graduate,8.39,73.49,65.04,70.18,87.57,9.42,85.1,4,2,43.52,100.0,A,0
STU0880,Male,Semi-Government,High School,6.6,74.14,92.59,55.29,60.78,11.61,78.58,5,2,16.59,100.0,A,0
STU0881,Male,Semi-Government,High School,7.51,81.16,40.79,81.1,58.13,6.45,92.35,5,0,61.73,100.0,A,0
STU0882,Female,Private,Graduate,8.44,71.53,49.5,95.2,79.94,10.85,62.74,9,2,45.64,100.0,A,0
STU0883,Male,Government,Post Graduate,5.35,95.9,89.79,75.13,70.45,5.24,93.51,6,2,21.24,100.0,A,0
STU0884,Female,Government,Post Graduate,6.15,87.59,83.36,98.76,39.43,2.36,94.21,4,2,36.61,100.0,A,0
STU0885,Female,Semi-Government,High School,6.65,88.09,58.46,47.12,60.58,2.81,93.65,3,1,17.92,98.36,A,0
STU0886,Male,Government,Post Graduate,6.06,60.51,80.38,52.69,55.3,2.15,58.8,4,4,65.08,98.09,A,0
STU0887,Male,Semi-Government,Graduate,9.08,73.81,71.14,82.83,27.11,12.04,68.63,2,3,67.46,100.0,A,0
STU0888,Female,Semi-Government,Post Graduate,5.97,70.49,92.0,73.96,48.19,1.94,76.79,5,3,48.92,84.71,B,0
STU0889,Female,Private,High School,6.33,59.92,66.34,89.71,58.33,9.1,44.58,4,3,66.13,97.7,A,0
STU0890,Male,Private,High School,7.25,80.4,83.46,69.77,59.7,6.94,100.0,2,4,38.04,100.0,A,0
STU0891,Male,Private,Graduate,5.56,66.94,100.0,56.98,32.36,7.59,71.75,5,0,50.27,100.0,A,0
STU0892,Male,Semi-Government,Graduate,6.53,84.83,75.77,66.8,85.03,13.45,77.68,11,3,59.49,100.0,A,0
STU0893,Male,Private,Post Graduate,7.38,58.95,65.89,47.01,59.96,6.25,60.46,4,2,34.89,99.28,A,0
STU0894,Male,Government,Post Graduate,6.6,100.0,78.0,53.07,62.75,10.45,45.46,6,4,36.42,100.0,A,0
STU0895,Female,Government,High School,6.89,61.56,58.42,84.59,70.01,8.15,59.92,2,1,53.67,100.0,A,0
STU0896,Female,Semi-Government,Graduate,6.36,78.29,100.0,83.09,46.24,7.39,76.38,4,1,47.93,100.0,A,0
STU0897,Female,Semi-Government,Graduate,5.18,86.88,68.24,75.45,71.13,17.2,85.47,9,1,19.89,100.0,A,0
STU0898,Female,Private,Graduate,7.39,66.44,60.09,44.18,54.66,2.23,75.24,2,2,0.0,100.0,A,0
STU0899,Male,Semi-Government,Post Graduate,9.11,87.79,49.96,64.62,44.07,13.16,78.93,5,3,31.49,100.0,A,0
STU0900,Male,Semi-Government,Graduate,7.02,56.56,84.75,51.63,73.47,10.63,65.26,4,2,0.0,100.0,A,0
STU0901,Male,Government,High School,7.27,96.78,80.61,87.65,91.83,6.08,81.92,5,1,15.18,100.0,A,0
STU0902,Female,Government,High School,7.83,75.21,56.05,61.24,76.5,14.52,100.0,3,1,17.51,100.0,A,0
STU0903,Female,Private,Post Graduate,5.48,66.05,75.38,53.71,80.46,0.61,86.1,4,0,23.63,87.34,A,0
